StationId,StationName,CountyName,TownName,StationLatitude,StationLongitude,StationAltitude,DateTime,Past1hr,Past10Min,Past3hr,Past6hr,Past12hr,Past24hr,NOW,Past2days,Past3days
CAN020,國一S306K,臺南市,麻豆區,23.152831,120.230558,27,2025/11/12 00:00,0,0,0,0,0,2,2,4,4
CAN010,國一N288K,臺南市,新營區,23.30609,120.290033,34,2025/11/12 00:00,0,0,0,0,0,1.5,1.5,2,2
CAL040,國一N273K,嘉義縣,水上鄉,23.416666,120.355,39,2025/11/12 00:00,0,0,0,0,0,0.5,0.5,1.5,1.5
CAL030,國一N268K,嘉義縣,水上鄉,23.460833,120.375833,39,2025/11/12 00:00,0,0,0,0,0,0.5,0.5,2,2
CAL020,國一S262K,嘉義縣,民雄鄉,23.512333,120.403038,43,2025/11/12 00:00,0,0,0,0,0,0.5,0.5,1.5,1.5
F1M710,二萬坪,嘉義縣,阿里山鄉,23.509597,120.79,1998,2025/11/12 00:00,0,0,0,0,0,0,0,9.5,9.5
F1V860,甲仙,高雄市,甲仙區,23.087497,120.575997,531,2025/11/12 00:00,0,0,0,0,0,3.5,3.5,6.5,6.5
F1V850,六龜,高雄市,六龜區,23.0805,120.692997,442,2025/11/12 00:00,0,0,0,0,0,4,4,8,8
CAD060,國一S098K,新竹縣,寶山鄉,24.76056,120.9911,75,2025/11/12 00:00,0,0,0,0,0,0.5,0.5,0.5,0.5
CAD050,國一N094K,新竹市,東區,24.79778,121.0089,75,2025/11/12 00:00,0,0,0,0,0,0.5,0.5,0.5,0.5
CAD040,國一S088K,新竹縣,竹北市,24.84444,121.0214,48,2025/11/12 00:00,0,0,1,2,4,8,8,8,8
CAD030,國一S082K,新竹縣,湖口鄉,24.87667,121.0467,137,2025/11/12 00:00,0.5,0,1,2,4,10.5,10.5,10.5,10.5
CAD020,國一N077K,新竹縣,湖口鄉,24.885,121.0889,172,2025/11/12 00:00,0.5,0,2,4.5,9,19,19,19.5,19.5
CAC010,國一S072K,桃園市,楊梅區,24.89583,121.1342,214,2025/11/12 00:00,0.5,0,2.5,5.5,10.5,19,19,20.5,20.5
CAA020,國一S026K,新北市,三重區,25.07639,121.4964,27,2025/11/12 00:00,0,0,0,0,0.5,5.5,5.5,6.5,6.5
CAA010,國一N013K,新北市,汐止區,25.066739,121.628153,39,2025/11/12 00:00,6,0.5,15,25.5,53.5,92,92,145,147.5
CAB020,國一S006K,基隆市,七堵區,25.08694,121.6869,52,2025/11/12 00:00,18,4,31.5,46.5,91,142.5,142.5,236,258.5
CAB010,國一S001K,基隆市,安樂區,25.11583,121.7286,49,2025/11/12 00:00,15,3.5,56.5,133.5,227,293.5,293.5,376.5,394
CAD090,國三S103K,新竹市,東區,24.75861,120.9608,101,2025/11/12 00:00,0,0,0,0,0,0.5,0.5,0.5,0.5
CAD080,國三N085K,新竹縣,關西鎮,24.78333,121.1211,182,2025/11/12 00:00,0,0,0,0,0.5,3,3,3.5,3.5
CAC030,國三N063K,桃園市,大溪區,24.889514,121.2636,203,2025/11/12 00:00,0.5,0,4,7,13,23.5,23.5,28,28
CAA080,國三S054K,新北市,鶯歌區,24.93917,121.3239,97,2025/11/12 00:00,1,0,5.5,7.5,14.5,33,33,56,56
CAA070,國三N046K,新北市,樹林區,24.95083,121.3958,54,2025/11/12 00:00,1.5,0,7.5,9.5,15,38,38,71.5,71.5
CAA060,國三S042K,新北市,土城區,24.96,121.4306,50,2025/11/12 00:00,3,0,10,12.5,16.5,40,40,78,78
CAA050,國三S037K,新北市,土城區,24.982361,121.471042,51,2025/11/12 00:00,5,0,11.5,13,15.5,32,32,55,55
CAA040,國三S016K,臺北市,南港區,25.03306,121.6158,71,2025/11/12 00:00,3.5,0.5,13,27.5,54.5,77.5,77.5,118.5,118.5
CAA030,國三S010K,新北市,汐止區,25.08,121.6475,50,2025/11/12 00:00,10.5,1.5,20.5,32.5,71,124,124,201.5,210
CAB040,國三S007K,基隆市,七堵區,25.09694,121.6678,76,2025/11/12 00:00,16,4,29,43,83,130.5,130.5,206,231.5
CAB030,國三S004K,基隆市,七堵區,25.11444,121.6886,107,2025/11/12 00:00,16,2,50,92,167,225.5,225.5,300.5,318.5
CAB050,國三N002K,基隆市,中山區,25.14583,121.7217,79,2025/11/12 00:00,5.5,2,15.5,47,123,211,211,330.5,331
CAC020,國二E009K,桃園市,桃園區,25.018244,121.273697,109,2025/11/12 00:00,1,0,1,1,3.5,11,11,13.5,13.5
CAA090,國三甲005K,臺北市,文山區,25.00194,121.5975,60,2025/11/12 00:00,3,0.5,7,11.5,25.5,40,40,57.5,57.5
C1V830,國三S383K,高雄市,燕巢區,22.781967,120.426475,114,2025/11/12 00:00,0,0,0,0,0,6.5,6.5,13,13
C1M870,國三N285K,嘉義縣,民雄鄉,23.550319,120.505833,121,2025/11/12 00:00,0,0,0,0,0,0,0,1,1
C1I550,國六W023K,南投縣,國姓鄉,23.979067,120.867742,373,2025/11/12 00:00,0,0,0,0,0,0.5,0.5,1.5,1.5
C1E890,國三N149K,苗栗縣,通霄鎮,24.463414,120.680019,53,2025/11/12 00:00,0,0,0,0,0,0,0,0,0
C1AI60,國一39K,新北市,泰山區,25.064361,121.383836,181,2025/11/12 00:00,2,0,2,2,3.5,12.5,12.5,13,13
C1AI50,國三N016K,臺北市,南港區,25.034164,121.619664,64,2025/11/12 00:00,3.5,0,15,32.5,65,91.5,91.5,141.5,141.5
G2AI50,台農院關渡站,臺北市,北投區,25.11575,121.492,9,2025/11/12 00:00,0,0,0,0,1.5,4.5,4.5,4.5,4.5
81HA60,中興新村,南投縣,南投市,23.959722,120.686389,120,2025/11/12 00:00,0,0,0,0,0,0,0,0.5,0.5
CAF090,國四E5K,臺中市,神岡區,24.296465,120.643135,130,2025/11/12 00:00,0,0,0,0,0,0,0,0,0
CAH020,國三S217K,南投縣,草屯鎮,24.00683,120.653214,93,2025/11/12 00:00,0,0,0,0,0,0,0,0.5,0.5
CAG060,國三S202K,彰化縣,彰化市,24.092468,120.603256,48,2025/11/12 00:00,0,0,0,0,0,0,0,0,0
CAF060,國三S168K,臺中市,清水區,24.308519,120.614471,117,2025/11/12 00:00,0,0,0,0,0,0,0,0,0
CAE090,國三S156K,苗栗縣,苑裡鎮,24.39798,120.669487,89,2025/11/12 00:00,0,0,0,0,0,0,0,0,0
CAE080,國三S140K,苗栗縣,通霄鎮,24.522345,120.725006,64,2025/11/12 00:00,0,0,0,0,0.5,0.5,0.5,0.5,0.5
CAJ010,國三N252K,雲林縣,林內鄉,23.77412,120.64061,130,2025/11/12 00:00,0,0,0,0,0,0,0,2,2
CAH010,國三N223K,南投縣,草屯鎮,23.955116,120.662376,109,2025/11/12 00:00,0,0,0,0,0,0.5,0.5,0.5,0.5
CAF050,國三N208K,臺中市,霧峰區,24.066147,120.660919,85,2025/11/12 00:00,0,0,0,0,0,0,0,0.5,0.5
CAG050,國三N196K,彰化縣,彰化市,24.107155,120.554482,60,2025/11/12 00:00,0,0,0,0,0,0,0,0,0
CAG040,國三N191K,彰化縣,和美鎮,24.139256,120.5215,35,2025/11/12 00:00,0,0,0,0,0,0,0,0,0
CAE070,國三N151K,苗栗縣,苑裡鎮,24.440218,120.681656,77,2025/11/12 00:00,0,0,0,0,0,0,0,0,0
CAE060,國三N119K,苗栗縣,竹南鎮,24.675432,120.847389,28,2025/11/12 00:00,0,0,0,0,0,0,0,0,0
CAG030,國一S207K,彰化縣,大村鄉,23.988304,120.508092,33,2025/11/12 00:00,0,0,0,0,0,0.5,0.5,0.5,0.5
CAF040,國一S188K,臺中市,大肚區,24.118546,120.585747,54,2025/11/12 00:00,0,0,0,0,0,0,0,0,0
CAF030,國一S169K,臺中市,神岡區,24.237116,120.688271,195,2025/11/12 00:00,0,0,0,0,0,0,0,0,0
CAF020,國一S162K,臺中市,后里區,24.295534,120.695976,209,2025/11/12 00:00,0,0,0,0,0,0,0,0,0
CAE050,國一S152K,苗栗縣,三義鄉,24.375492,120.749184,339,2025/11/12 00:00,0,0,0,0,0,0,0,0,0
CAE040,國一S132K,苗栗縣,公館鄉,24.524506,120.820831,97,2025/11/12 00:00,0,0,0,0,0,0,0,0,0
CAE030,國一S123K,苗栗縣,頭屋鄉,24.59594,120.86071,76,2025/11/12 00:00,0,0,0,0,0,0.5,0.5,0.5,0.5
CAE020,國一S114K,苗栗縣,頭份市,24.668836,120.885811,32,2025/11/12 00:00,0,0,0,0,0,0,0,0,0
CAD010,國一S105K,新竹縣,寶山鄉,24.726316,120.940643,36,2025/11/12 00:00,0,0,0,0,0,0,0,0,0
CAL010,國一N250K,嘉義縣,大林鎮,23.610292,120.436867,46,2025/11/12 00:00,0,0,0,0,0,0,0,0.5,0.5
CAJ020,國一N234K,雲林縣,西螺鎮,23.74633,120.467926,50,2025/11/12 00:00,0,0,0,0,0,0,0,0.5,0.5
CAG010,國一N198K,彰化縣,彰化市,24.063889,120.523056,28,2025/11/12 00:00,0,0,0,0,0,0,0,0,0
CAF010,國一N174K,臺中市,西屯區,24.2049,120.6552,150,2025/11/12 00:00,0,0,0,0,0,0,0,0,0
C0SA90,達仁林場,臺東縣,達仁鄉,22.264347,120.823972,497,2025/11/12 00:00,5,1.5,13.5,28.5,49.5,147.5,147.5,232,232
C0R830,高士,屏東縣,牡丹鄉,22.121825,120.836781,383,2025/11/12 00:00,0,0,0,1,10,109,109,225,225
C0R820,白鷺,屏東縣,來義鄉,22.454275,120.666219,588,2025/11/12 00:00,1,0,6,9.5,10.5,23,23,34.5,34.5
C0R810,內獅,屏東縣,獅子鄉,22.305064,120.642986,25,2025/11/12 00:00,0,0,0.5,1.5,6.5,10,10,16,16
C0R800,丹路,屏東縣,獅子鄉,22.204481,120.750989,131,2025/11/12 00:00,2,0,5.5,14.5,26,80,80,171,171.5
C0R790,九棚,屏東縣,滿州鄉,22.142069,120.894356,111,2025/11/12 00:00,0.5,0,0.5,0.5,2.5,83.5,83.5,164.5,164.5
C0R780,滿州,屏東縣,滿州鄉,22.024403,120.839892,72,2025/11/12 00:00,0,0,0.5,1,7.5,39.5,39.5,137,138
C0R770,保力,屏東縣,車城鄉,22.071122,120.764111,93,2025/11/12 00:00,1.5,0,2,6,12,50.5,50.5,149,149
C0R760,南仁湖,屏東縣,滿州鄉,22.084681,120.863353,336,2025/11/12 00:00,0,0,0,0,8,102.5,102.5,217.5,217.5
C0R750,四林格山,屏東縣,牡丹鄉,22.076989,120.802439,551,2025/11/12 00:00,1.5,0,2,3,8.5,71,71,189,189.5
C0R741,獅子,屏東縣,獅子鄉,22.202308,120.705236,72,2025/11/12 00:00,5,0,8,14,24,40.5,40.5,80.5,80.5
C0R710,龍磐,屏東縣,恆春鎮,21.931672,120.838942,117,2025/11/12 00:00,0,0,1,1,6,34.5,34.5,131,131
C0R730,大坪頂,屏東縣,恆春鎮,22.024633,120.69355,163,2025/11/12 00:00,0.5,0,0.5,2.5,8,22,22,58.5,58.5
C0X320,柳營,臺南市,柳營區,23.253328,120.375253,30,2025/11/12 00:00,0,0,0,0,0,2.5,2.5,4.5,4.5
C0R840,牡丹池山,屏東縣,牡丹鄉,22.168389,120.841225,536,2025/11/12 00:00,1,0,1,3.5,10.5,95,95,147.5,148
V2C260,八德蔬果,桃園市,八德區,24.978508,121.281819,103,2025/11/12 00:00,1,0,3,4,7.5,14,14,20,20
A2K360,水試臺西試驗,雲林縣,臺西鄉,23.717231,120.190522,1,2025/11/12 00:00,0,0,0,0,0,0.5,0.5,1,1
E2P980,林試六龜中心,高雄市,六龜區,22.991703,120.645722,272,2025/11/12 00:00,0,0,0,0,0,4,4,7.5,7.5
A2K630,臺大雲林校區,雲林縣,虎尾鎮,23.730628,120.423903,45,2025/11/12 00:00,0,0,0,0,0,0.5,0.5,1,1
B2U990,畜試東區分所,宜蘭縣,五結鄉,24.669039,121.832561,10,2025/11/12 00:00,0.5,0.5,43,195.5,309,400.5,400.5,489,490
A2N290,臺南蘭花園區,臺南市,後壁區,23.340258,120.379661,23,2025/11/12 00:00,0,0,0,0,0,1,1,2.5,2.5
E2HA20,林試畢祿溪站,南投縣,仁愛鄉,24.226944,121.308522,2188,2025/11/12 00:00,0.5,0,1.5,5,6,35.5,35.5,74,74
72AI40,桃改樹林分場,新北市,樹林區,24.944503,121.386972,40,2025/11/12 00:00,0.5,0,5.5,6,10.5,28.5,28.5,54,54
E2S960,太麻里2,臺東縣,太麻里鄉,22.598,120.99775,26,2025/11/12 00:00,0,0,3.5,7.5,24.5,63,63,138,138.5
E2S980,太麻里1,臺東縣,太麻里鄉,22.598922,120.980044,100,2025/11/12 00:00,0,0,2.5,9,31.5,71.5,71.5,159.5,160.5
V2K620,麥寮合作社,雲林縣,麥寮鄉,23.753836,120.294783,9,2025/11/12 00:00,0,0,0,0,0,0.5,0.5,1,1
V2K610,大庄合作社,雲林縣,二崙鄉,23.8068,120.367939,23,2025/11/12 00:00,0,0,0,0,0,0.5,0.5,1,1
C2E880,三義,苗栗縣,三義鄉,24.40548,120.74982,507,2025/11/12 00:00,0,0,0,0,0,0.5,0.5,1,1
C0G910,花壇,彰化縣,花壇鄉,24.030322,120.549461,42,2025/11/12 00:00,0,0,0,0,0,0,0,0,0
C0G900,線西,彰化縣,線西鄉,24.143358,120.443536,20,2025/11/12 00:00,0,0,0,0,0,0,0,0,0
C0R720,旭海,屏東縣,牡丹鄉,22.205403,120.887614,214,2025/11/12 00:00,1.5,0,3,5,11.5,90.5,90.5,166.5,166.5
C0R341,牡丹,屏東縣,牡丹鄉,22.130036,120.792639,230,2025/11/12 00:00,2,0,2,7.5,19,69,69,150.5,151
C0AI40,石牌,臺北市,北投區,25.115597,121.513167,37,2025/11/12 00:00,0,0,0,0,1,4.5,4.5,5.5,5.5
C0R690,墾丁,屏東縣,恆春鎮,21.966756,120.810269,248,2025/11/12 00:00,0.5,0,1.5,2,11,43,43,152.5,153.5
C0R700,枋山,屏東縣,枋山鄉,22.246844,120.661086,19,2025/11/12 00:00,0.5,0,1,2.5,9.5,12,12,25,25
C0R670,楓港,屏東縣,枋山鄉,22.190131,120.692156,26,2025/11/12 00:00,2.5,0,4.5,13,18,31.5,31.5,61,61
C0R660,枋寮,屏東縣,枋寮鄉,22.367722,120.590647,20,2025/11/12 00:00,0,0,0,0.5,0.5,4.5,4.5,5,5
C0R680,佳樂水,屏東縣,滿州鄉,21.993578,120.861633,4,2025/11/12 00:00,0,0,0,0,7.5,39,39,145,146
C1SA50,利嘉林道,臺東縣,卑南鄉,22.82325,121.009389,1235,2025/11/12 00:00,7.5,4,15,34.5,51.5,119,119,215,215
C0S960,香蘭,臺東縣,太麻里鄉,22.587569,120.993375,32,2025/11/12 00:00,0,0,2,8.5,28.5,71.5,71.5,152,152.5
C0AI30,三重,新北市,三重區,25.057378,121.500625,26,2025/11/12 00:00,0.5,0,0.5,0.5,1,4.5,4.5,5,5
C0S980,勝林山,臺東縣,達仁鄉,22.430439,120.8938,903,2025/11/12 00:00,12,0,25.5,31.5,45.5,144.5,144.5,233.5,234.5
C0SA00,歷坵,臺東縣,太麻里鄉,22.520969,120.89185,466,2025/11/12 00:00,18.5,5,22.5,26.5,38.5,125,125,194.5,195.5
C0SA40,瑞和,臺東縣,鹿野鄉,22.974361,121.156697,200,2025/11/12 00:00,2.5,0,5,6.5,6.5,74.5,74.5,129.5,129.5
C0S990,山豬窟,臺東縣,大武鄉,22.318619,120.857372,409,2025/11/12 00:00,1.5,0.5,11.5,34,52,139.5,139.5,205.5,205.5
C0S970,加津林,臺東縣,大武鄉,22.416211,120.926942,19,2025/11/12 00:00,5,0,6.5,9.5,30.5,107.5,107.5,174,175
C0SA20,金崙山,臺東縣,太麻里鄉,22.567419,120.959667,857,2025/11/12 00:00,6,3.5,8,11.5,38,98,98,186,186.5
C0S920,金峰嘉蘭,臺東縣,金峰鄉,22.594789,120.960825,98,2025/11/12 00:00,3.5,3,5,11,40,92,92,178.5,179.5
C0S930,延平,臺東縣,延平鄉,22.902581,121.084058,248,2025/11/12 00:00,5.5,3,12.5,24.5,24.5,82.5,82.5,137.5,137.5
C0SA10,檳榔四格山,臺東縣,卑南鄉,22.810031,121.109308,411,2025/11/12 00:00,4,0,13,22,26,79.5,79.5,146,146
C0T9N0,富里,花蓮縣,富里鄉,23.171639,121.249378,261,2025/11/12 00:00,0,0,1,12,16,98,98,162.5,162.5
C0S950,七塊厝,臺東縣,東河鄉,22.954453,121.229922,415,2025/11/12 00:00,1.5,0.5,2,6.5,9,89.5,89.5,152.5,152.5
C0S940,石寧山,臺東縣,長濱鄉,23.223772,121.406639,150,2025/11/12 00:00,0.5,0.5,1,2,2.5,112.5,112.5,176.5,176.5
01Q960,泰武(2),屏東縣,泰武鄉,22.598611,120.685278,841,2025/11/12 00:00,0,0,1,2,4,33,33,89,89
C0S660,下馬,臺東縣,海端鄉,23.150194,121.070025,794,2025/11/12 00:00,2.5,0,4,10.5,11,55,55,96,96
C0SA80,土阪,臺東縣,達仁鄉,22.453108,120.887572,136,2025/11/12 00:00,16.5,0,21,24.5,46,120.5,120.5,188.5,189
C1SA70,都蘭,臺東縣,東河鄉,22.87794,121.226881,62,2025/11/12 00:00,2,0.5,3,3,5,53.5,53.5,108.5,108.5
C0SA60,知本水試所,臺東縣,臺東市,22.702394,121.082761,6,2025/11/12 00:00,3.5,3,7,10.5,22.5,66.5,66.5,134,134
12Q980,恆春工作站,屏東縣,車城鄉,22.079678,120.714425,16,2025/11/12 00:00,0,0,1,1,5,13,13,34,34
12J990,口湖工作站,雲林縣,口湖鄉,23.589978,120.180394,10,2025/11/12 00:00,0,0,0,0,0.5,0.5,0.5,1,1
12Q970,東港工作站,屏東縣,東港鎮,22.479997,120.466058,16,2025/11/12 00:00,0,0,0,0,0,7,7,11.5,11.5
42HA10,萬大發電廠,南投縣,仁愛鄉,23.978875,121.139639,1000,2025/11/12 00:00,0,0,0,0,0,2.5,2.5,3,3
72N240,七股研究中心,臺南市,七股區,23.081672,120.062894,2,2025/11/12 00:00,0,0,0,0,0,2.5,2.5,4.5,4.5
72M700,南改鹿草分場,嘉義縣,鹿草鄉,23.416869,120.283061,14,2025/11/12 00:00,0,0,0,0,0,0.5,0.5,1.5,1.5
G2F820,農業試驗所,臺中市,霧峰區,24.031261,120.688133,90,2025/11/12 00:00,0,0,0,0,0,0,0,0.5,0.5
E2K600,四湖植物園,雲林縣,四湖鄉,23.676986,120.163433,11,2025/11/12 00:00,0,0,0,0,0,0.5,0.5,1,1
G2M350,農試溪口農場,嘉義縣,溪口鄉,23.58565,120.408111,26,2025/11/12 00:00,0,0,0,0,0,0.5,0.5,1,1
U2HA40,臺大內茅埔,南投縣,信義鄉,23.689722,120.851117,507,2025/11/12 00:00,0,0,0,0,0,0,0,10,2
U2HA30,臺大和社,南投縣,信義鄉,23.590856,120.888864,772,2025/11/12 00:00,0,0,0,0,0,0.5,0.5,2,2
72HA00,中改埔里分場,南投縣,魚池鄉,23.903208,120.963364,628,2025/11/12 00:00,0,0,0,0,0,0.5,0.5,2.5,2.5
E2H360,蓮華池,南投縣,魚池鄉,23.918333,120.885278,681,2025/11/12 00:00,0,0,0,0,0,1,1,2,2
C1M640,十字,嘉義縣,阿里山鄉,23.492153,120.753683,1567,2025/11/12 00:00,0,0,0,0,0,0.5,0.5,2.5,2.5
C0C710,大溪永福,桃園市,大溪區,24.892936,121.324975,143,2025/11/12 00:00,0.5,0,5.5,12,23.5,46.5,46.5,56.5,56.5
81V840,新發國小,高雄市,六龜區,23.0325,120.6625,335,2025/11/12 00:00,0,0,0,0,0,0,0,0,0
C0V820,小林,高雄市,甲仙區,23.14841,120.63325,441,2025/11/12 00:00,0,0,0,0,0,1,1,5,5
C0AI20,白沙灣,新北市,石門區,25.283128,121.519058,25,2025/11/12 00:00,2,1,3,4,13.5,48.5,48.5,82,82
81D670,田埔分校,新竹縣,尖石鄉,24.641389,121.278611,110,2025/11/12 00:00,0,0,0,0,0,6.5,6.5,9.5,9.5
88F920,松鶴,臺中市,和平區,24.178889,120.978333,655,2025/11/12 00:00,0,0,0,0,0,0,0,0,0
C0S910,蘭嶼燈塔,臺東縣,蘭嶼鄉,22.081197,121.503117,212,2025/11/12 00:00,0,0,0,0,0.5,11,11,158,162.5
C0S900,蘭嶼高中,臺東縣,蘭嶼鄉,22.049094,121.512142,27,2025/11/12 00:00,0,0,0,0,1.5,4,4,195.5,209
C0B020,基隆嶼,基隆市,中正區,25.191408,121.783914,86,2025/11/12 00:00,3,0.5,5.5,6,19,44,44,83,83
C0AI10,屈尺,新北市,新店區,24.921836,121.544725,76,2025/11/12 00:00,4,0,26.5,43,63.5,102,102,131.5,132
CAHA00,消防署訓,南投縣,竹山鎮,23.82137,120.72293,176,2025/11/12 00:00,0,0,0,0,0,0,0,0.5,0.5
C0R650,竹田,屏東縣,竹田鄉,22.584861,120.543442,29,2025/11/12 00:00,0,0,0,0,0,6.5,6.5,13,13
C0R640,東港,屏東縣,東港鎮,22.462467,120.440744,21,2025/11/12 00:00,0,0,0,0,0,4.5,4.5,10,10
C1R630,龍泉,屏東縣,內埔鄉,22.667011,120.590911,60,2025/11/12 00:00,0,0,0,0,0,5.5,5.5,25.5,25.5
C1TA00,太魯閣,花蓮縣,秀林鄉,24.157728,121.623597,94,2025/11/12 00:00,0.5,0,0.5,0.5,11,111.5,111.5,203,205.5
88S950,大鳥,臺東縣,大武鄉,22.383056,120.910278,25,2025/11/12 00:00,6,0,10.5,18,32,112,112,184.5,185
C0C690,國一五楊N44K,桃園市,龜山區,25.063861,121.340164,242,2025/11/12 00:00,2,0.5,2.5,2.5,4.5,13,13,14.5,14.5
C0AI00,五股,新北市,五股區,25.074453,121.427281,188,2025/11/12 00:00,0.5,0.5,0.5,0.5,2.5,9,9,9.5,9.5
C0B010,七堵,基隆市,七堵區,25.094819,121.717128,38,2025/11/12 00:00,8.5,2,21,40,83,115,115,174.5,194.5
C0Z330,安通山,花蓮縣,玉里鎮,23.290728,121.348528,488,2025/11/12 00:00,0,0,0,5,8.5,112.5,112.5,206.5,206.5
C0Z320,清水林道,花蓮縣,卓溪鄉,23.27125,121.188272,646,2025/11/12 00:00,0.5,0,4.5,8.5,12,82.5,82.5,157,157
C0UA50,西帽山,宜蘭縣,南澳鄉,24.555361,121.802628,808,2025/11/12 00:00,0.5,0,6.5,67.5,216.5,520,520,852,890
C0UA40,西德山,宜蘭縣,南澳鄉,24.560647,121.752608,1121,2025/11/12 00:00,1,0,8,69.5,134,252,252,437.5,445
C0UA30,白嶺,宜蘭縣,大同鄉,24.527819,121.519031,1397,2025/11/12 00:00,0,0,1.5,7.5,34,84.5,84.5,110.5,111
C0UA70,桃源谷,宜蘭縣,頭城鎮,24.962606,121.888875,547,2025/11/12 00:00,8.5,2,20,37.5,120.5,161.5,161.5,219,220
C0UA60,樟樹山,宜蘭縣,南澳鄉,24.413925,121.783247,566,2025/11/12 00:00,0,0,0,0,0,96,96,180,196.5
C0Z310,清水斷崖,花蓮縣,秀林鄉,24.218294,121.689142,59,2025/11/12 00:00,4,0,4,5,24.5,106,106,178.5,178.5
C0AH90,福山植物園,新北市,烏來區,24.760717,121.58135,660,2025/11/12 00:00,3.5,1,20,44,75.5,196,196,340.5,365.5
72T250,花蓮農改,花蓮縣,吉安鄉,23.975222,121.563889,36,2025/11/12 00:00,0,0,0,0,5.5,71,71,129,129.5
B2Q810,畜試南區分所,屏東縣,恆春鎮,21.945583,120.802167,20,2025/11/12 00:00,0,0,0,0.5,4.5,38,38,134.5,136
G2P820,農試鳳山分所,高雄市,鳳山區,22.646611,120.356083,37,2025/11/12 00:00,0,0,0,0,0,4,4,7.5,7.5
B2N890,畜試所,臺南市,新化區,23.058972,120.336406,31,2025/11/12 00:00,0,0,0,0,0,2,2,4,4
72M360,南改義竹分場,嘉義縣,義竹鄉,23.360694,120.279361,6,2025/11/12 00:00,0,0,0,0,0,1,1,2,2
G2L020,農試嘉義分所,嘉義市,東區,23.485028,120.473806,79,2025/11/12 00:00,0,0,0,0,0,0,0,1,1
U2HA50,臺大竹山,南投縣,竹山鎮,23.756972,120.681556,156,2025/11/12 00:00,0,0,0,0,0,0,0,0.5,0.5
82H320,茶改中部分場,南投縣,魚池鄉,23.875611,120.913583,850,2025/11/12 00:00,0,0,0,0,0.5,0.5,0.5,1.5,1.5
82H840,茶改南部分場,南投縣,鹿谷鄉,23.762528,120.7405,390,2025/11/12 00:00,0,0,0,0,0,0,0,1,1
K2F750,種苗繁殖,臺中市,新社區,24.225972,120.800917,470,2025/11/12 00:00,0,0,0,0,0,0.5,0.5,0.5,0.5
K2E710,苗改生物防治,苗栗縣,大湖鄉,24.422861,120.871833,286,2025/11/12 00:00,0,0,0,0,0,0.5,0.5,0.5,0.5
K2E360,苗栗農改,苗栗縣,公館鄉,24.495722,120.829111,100,2025/11/12 00:00,0,0,0,0,0,0,0,0,0
72U480,花改蘭陽分場,宜蘭縣,三星鄉,24.686306,121.716583,27,2025/11/12 00:00,8,2,60.5,145.5,229.5,481.5,481.5,639.5,652
82A750,茶改北部分場,新北市,石碇區,24.955778,121.631222,401,2025/11/12 00:00,3.5,0.5,13,20.5,34.5,57.5,57.5,79,79
A2C560,農工中心,桃園市,中壢區,24.985917,121.239833,121,2025/11/12 00:00,1.5,0,3,3.5,8,19.5,19.5,22,22
82C160,茶改場,桃園市,楊梅區,24.908472,121.185333,195,2025/11/12 00:00,0.5,0,3.5,7,14,22,22,25,25
72D080,桃改五峰分場,新竹縣,五峰鄉,24.612194,121.157167,1048,2025/11/12 00:00,0,0,0,0,0,0,0,1,1
72C440,桃園農改,桃園市,新屋區,24.950944,121.030583,70,2025/11/12 00:00,0.5,0,1.5,1.5,5,11,11,12,12
B2E890,畜試北區分所,苗栗縣,西湖鄉,24.527806,120.770972,90,2025/11/12 00:00,0,0,0,0,0,0,0,0,0
72Q010,高雄農改,屏東縣,長治鄉,22.709333,120.525889,45,2025/11/12 00:00,0,0,0,0,0,3,3,17,17
72V140,高改旗南分場,高雄市,旗山區,22.857861,120.516667,44,2025/11/12 00:00,0,0,0,0,0,6,6,14,14
72N100,臺南農改,臺南市,新化區,23.0605,120.342194,41,2025/11/12 00:00,0,0,0,0,0,1.5,1.5,4,4
72K220,南改斗南分場,雲林縣,斗南鎮,23.634556,120.477333,60,2025/11/12 00:00,0,0,0,0,0,0,0,1,1
72G600,臺中農改,彰化縣,大村鄉,24.003028,120.534389,19,2025/11/12 00:00,0,0,0,0,0,0,0,0,0
U2H480,臺大溪頭,南投縣,鹿谷鄉,23.670306,120.798194,1150,2025/11/12 00:00,0,0,0,0,0,0,0,2,2.5
82S580,茶改東部分場,臺東縣,鹿野鄉,22.907694,121.130139,175,2025/11/12 00:00,5,1,7,8.5,8.5,68,68,132.5,132.5
72S590,東改賓朗果園,臺東縣,卑南鄉,22.813889,121.071278,290,2025/11/12 00:00,0,0,0,0,0,51.5,51.5,131,131
72S200,東改班鳩分場,臺東縣,卑南鄉,22.829528,121.077694,240,2025/11/12 00:00,4.5,0.5,13,36,55,110,110,180.5,180.5
A0A010,臺灣大學,臺北市,大安區,25.014278,121.539416,17,2025/11/12 00:00,3,0,7,11,18.5,32.5,32.5,47.5,47.5
C0C700,中壢,桃園市,中壢區,24.977661,121.256375,151,2025/11/12 00:00,1,0,3,4.5,8.5,16.5,16.5,19,19
C0I540,奇萊稜線,南投縣,仁愛鄉,24.109231,121.326456,3344,2025/11/12 00:00,1,0.5,3,4,7.5,30,30,59,59
C0F0D0,審馬陣,臺中市,和平區,24.381675,121.4203,3171,2025/11/12 00:00,1,0,3,5,16,67,67,131,131
C0Z300,東里,花蓮縣,富里鄉,23.268528,121.305469,182,2025/11/12 00:00,0,0,0.5,13.5,18,126.5,126.5,228,228
